Unnamed: 0,ADDR,bun,ji,region_cd,소방청 / 화재·구조·구급 통계시스템,OCRN_YMD,DAM_AMT,DCSD_CNT,OCRN_MM,CSTS_CNT,YMAP_CRTS,ROAD_NM_ADDR,RSN_,XMAP_CRTS,SN,GEOM,INJPSN_CNT,platPlc,strctCdNm,etcRoof,stcnsDay,grndFlrCnt,stcnsDay_final
558,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4176318.51,광주광역시 남구 덕남동 산49,폭우로 인한 토석류 유출,14126795.15,669,POINT(14126795.1513 4176318.5098000001),0,,,,,,
559,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,10700,0,8.0,0,4177114.421,광주광역시 남구 행암동 산124,폭우로 인한 토석류 유출,14125101.98,670,POINT(14125101.981799999 4177114.4207000001),0,,,,,,
560,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9095,0,8.0,0,4177004.214,광주광역시 남구 행암동 산127-1,폭우로 인한 토석류 유출,14125065.25,671,POINT(14125065.246400001 4177004.2141999998),0,,,,,,
561,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9554,0,8.0,0,4178513.185,광주광역시 남구 임암동 산5,폭우로 인한 토석류 유출,14122965.76,672,POINT(14122965.7608 4178513.1853),0,,,,,,
562,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,12840,0,8.0,0,4180764.097,광주광역시 남구 봉선동 산32-2,폭우로 인한 토석류 유출,14128955.86,673,POINT(14128955.862600001 4180764.0973),0,,,,,,
563,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4178099.525,,폭우로 인한 토석류 유출,14126503.49,668,POINT(14126503.494200001 4178099.5244999998),0,,,,,,
564,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4176318.51,광주광역시 남구 덕남동 산49,폭우로 인한 토석류 유출,14126795.15,669,POINT(14126795.1513 4176318.5098000001),0,,,,,,
565,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,10700,0,8.0,0,4177114.421,광주광역시 남구 행암동 산124,폭우로 인한 토석류 유출,14125101.98,670,POINT(14125101.981799999 4177114.4207000001),0,,,,,,
566,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9095,0,8.0,0,4177004.214,광주광역시 남구 행암동 산127-1,폭우로 인한 토석류 유출,14125065.25,671,POINT(14125065.246400001 4177004.2141999998),0,,,,,,
567,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9554,0,8.0,0,4178513.185,광주광역시 남구 임암동 산5,폭우로 인한 토석류 유출,14122965.76,672,POINT(14122965.7608 4178513.1853),0,,,,,,
568,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,12840,0,8.0,0,4180764.097,광주광역시 남구 봉선동 산32-2,폭우로 인한 토석류 유출,14128955.86,673,POINT(14128955.862600001 4180764.0973),0,,,,,,
569,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4178099.525,,폭우로 인한 토석류 유출,14126503.49,668,POINT(14126503.494200001 4178099.5244999998),0,,,,,,
570,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4176318.51,광주광역시 남구 덕남동 산49,폭우로 인한 토석류 유출,14126795.15,669,POINT(14126795.1513 4176318.5098000001),0,,,,,,
571,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,10700,0,8.0,0,4177114.421,광주광역시 남구 행암동 산124,폭우로 인한 토석류 유출,14125101.98,670,POINT(14125101.981799999 4177114.4207000001),0,,,,,,
572,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9095,0,8.0,0,4177004.214,광주광역시 남구 행암동 산127-1,폭우로 인한 토석류 유출,14125065.25,671,POINT(14125065.246400001 4177004.2141999998),0,,,,,,
573,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9554,0,8.0,0,4178513.185,광주광역시 남구 임암동 산5,폭우로 인한 토석류 유출,14122965.76,672,POINT(14122965.7608 4178513.1853),0,,,,,,
574,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,12840,0,8.0,0,4180764.097,광주광역시 남구 봉선동 산32-2,폭우로 인한 토석류 유출,14128955.86,673,POINT(14128955.862600001 4180764.0973),0,,,,,,
575,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4178099.525,,폭우로 인한 토석류 유출,14126503.49,668,POINT(14126503.494200001 4178099.5244999998),0,,,,,,
576,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4176318.51,광주광역시 남구 덕남동 산49,폭우로 인한 토석류 유출,14126795.15,669,POINT(14126795.1513 4176318.5098000001),0,,,,,,
577,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,10700,0,8.0,0,4177114.421,광주광역시 남구 행암동 산124,폭우로 인한 토석류 유출,14125101.98,670,POINT(14125101.981799999 4177114.4207000001),0,,,,,,
578,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9095,0,8.0,0,4177004.214,광주광역시 남구 행암동 산127-1,폭우로 인한 토석류 유출,14125065.25,671,POINT(14125065.246400001 4177004.2141999998),0,,,,,,
579,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9554,0,8.0,0,4178513.185,광주광역시 남구 임암동 산5,폭우로 인한 토석류 유출,14122965.76,672,POINT(14122965.7608 4178513.1853),0,,,,,,
580,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,12840,0,8.0,0,4180764.097,광주광역시 남구 봉선동 산32-2,폭우로 인한 토석류 유출,14128955.86,673,POINT(14128955.862600001 4180764.0973),0,,,,,,
581,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4178099.525,,폭우로 인한 토석류 유출,14126503.49,668,POINT(14126503.494200001 4178099.5244999998),0,,,,,,
582,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,6114,0,8.0,0,4176318.51,광주광역시 남구 덕남동 산49,폭우로 인한 토석류 유출,14126795.15,669,POINT(14126795.1513 4176318.5098000001),0,,,,,,
583,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,10700,0,8.0,0,4177114.421,광주광역시 남구 행암동 산124,폭우로 인한 토석류 유출,14125101.98,670,POINT(14125101.981799999 4177114.4207000001),0,,,,,,
584,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9095,0,8.0,0,4177004.214,광주광역시 남구 행암동 산127-1,폭우로 인한 토석류 유출,14125065.25,671,POINT(14125065.246400001 4177004.2141999998),0,,,,,,
585,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,9554,0,8.0,0,4178513.185,광주광역시 남구 임암동 산5,폭우로 인한 토석류 유출,14122965.76,672,POINT(14122965.7608 4178513.1853),0,,,,,,
586,광주광역시 남구 노대동 산1,0001,,2915510700,2020.0,8.0,12840,0,8.0,0,4180764.097,광주광역시 남구 봉선동 산32-2,폭우로 인한 토석류 유출,14128955.86,673,POINT(14128955.862600001 4180764.0973),0,,,,,,
587,전라남도 나주시 다시면 산두길 24,0024,,4617036000,2020.0,8.0,0,0,8.0,0,4161609.195,전라남도 나주시 다시면 죽산리 696,집중호우로 인한 주택 전파,14095512.15,674,POINT(14095512.148 4161609.1949),0,,,,,,
588,전라남도 나주시 다시면 산두길 12,0012,,4617036000,2020.0,8.0,0,0,8.0,0,4161625.499,전라남도 나주시 다시면 죽산리 367-4,집중호우로 인한 주택 전파,14095641.28,675,POINT(14095641.2786 4161625.4991000001),0,,,,,,
589,경기도 양평군 양서면 목왕리 90-5,0090,0005,4183033024,2020.0,9.0,13758,0,8.0,0,4516316.282,경기도 양평군 양서면 목왕로592번길 62-85,폭우로 인한 임도 법면 유실,14180811.82,676,POINT(14180811.821 4516316.2822000002),0,,,,,,
590,경기도 양평군 강상면 세월리 산5,0005,,4183031026,2020.0,10.0,1529,0,8.0,0,4501274.836,경기도 양평군 강상면 세월길147번길 201,폭우로 인한 임도 계곡부 토사유출,14193079.23,677,POINT(14193079.2289 4501274.8361),0,경기도 양평군 강상면 세월리 산5-1번지,철근콘크리트구조,슬라브, ,1,
591,경기도 연천군 연천읍 동막리 617-0,0617,0000,4180025027,2020.0,11.0,44376,0,8.0,0,4595033.391,,폭우로 인한 법면 유실,14151657.25,678,POINT(14151657.246300001 4595033.3908000002),0,,,,,,
592,경기도 연천군 신서면 도밀리 16,0016,,4180036027,2020.0,11.0,378106,0,8.0,0,4617255.46,,폭우로 인한 법면 유실,14149308.41,679,POINT(14149308.405099999 4617255.4600999998),0,,,,,,
593,경기도 연천군 신서면 도밀리 121,0121,,4180036027,2020.0,11.0,27001,0,8.0,0,4615114.732,,폭우로 인한 법면 유실,14148629.36,680,POINT(14148629.3562 4615114.7322000004),0,,,,,,
594,경기도 연천군 신서면 덕산리 1,0001,,4180036029,2020.0,11.0,32124,0,8.0,0,4614732.0,,폭우로 인한 법면 유실,14147449.37,681,POINT(14147449.3696 4614731.9999000002),0,,,,,,
595,울산광역시 중구 태화동 20-3,0020,0003,3111011100,2014.0,18.0,32712,0,8.0,0,4239766.819,울산광역시 중구 유곡로 45(태화동),집중호우에 따른 사면붕괴,14394102.06,300,POINT(14394102.0626 4239766.8191),0,울산광역시 중구 태화동 20-3번지,일반철골구조,스라브, ,3,19940620
596,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,40000,0,8.0,0,4242156.309,울산광역시 중구 산전3길 3,배수불량에 따른 사면붕괴,14399184.37,529,POINT(14399184.3718 4242156.3090000004),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
597,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,0,0,8.0,0,4242119.554,,집중호우로 인해 산자락의 지반이 붕괴되어 가옥으로 토사 유입,14399185.26,301,POINT(14399185.2644 4242119.5543),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
598,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,40000,0,8.0,0,4242113.882,울산광역시 중구 산전3길 3,산전지구 주거환경개선사업시 설치한 소공원에서 노면수가잡초등으로 배수가 불량하여 붕괴된 사면으로 유입되어 절개지 슬라이딩 발생,14399185.93,303,POINT(14399185.930199999 4242113.8816),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
599,울산광역시 중구 성안동 산60,0060,,3111010900,2014.0,18.0,0,0,8.0,0,4242536.28,,집중호우로 인한 토사유실,14395236.25,302,POINT(14395236.251599999 4242536.2803999996),0,,,,,,
600,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,40000,0,8.0,0,4242156.309,울산광역시 중구 산전3길 3,배수불량에 따른 사면붕괴,14399184.37,529,POINT(14399184.3718 4242156.3090000004),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
601,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,0,0,8.0,0,4242119.554,,집중호우로 인해 산자락의 지반이 붕괴되어 가옥으로 토사 유입,14399185.26,301,POINT(14399185.2644 4242119.5543),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
602,울산광역시 중구 동동 399,0399,,3111011300,2014.0,18.0,40000,0,8.0,0,4242113.882,울산광역시 중구 산전3길 3,산전지구 주거환경개선사업시 설치한 소공원에서 노면수가잡초등으로 배수가 불량하여 붕괴된 사면으로 유입되어 절개지 슬라이딩 발생,14399185.93,303,POINT(14399185.930199999 4242113.8816),0,울산광역시 중구 동동 399번지,철근콘크리트구조,(철근)콘크리트,20201025,2,20201025
603,울산광역시 중구 태화동 20-12,0020,0012,3111011100,2014.0,19.0,0,0,8.0,0,4239742.514,,건물 신축공사중 인근주택의 지반 일부 유실,14394128.99,304,POINT(14394128.991800001 4239742.5136000002),0,울산광역시 중구 태화동 20-12번지,벽돌구조,스라브,        ,2,19860731
604,경상남도 양산시 평산동 산 44-3,0044,0003,4833011900,2014.0,19.0,4100000,0,8.0,0,4216060.223,,공사 중인 옹벽 붕괴,14375705.2,305,POINT(14375705.1987 4216060.2231000001),0,,,,,,
605,울산광역시 울주군 두동면 만화리 1024 일원,,,3171036021,2014.0,19.0,0,0,8.0,0,4250807.559,,폭우 인한 옹벽 붕괴,14385821.04,306,POINT(14385821.035499999 4250807.5587999998),0,울산광역시 울주군 두동면 만화리 3번지,블록구조,스레이트,19910700,1,19910700
606,경상북도 봉화군 봉화읍 유곡리 1109-4번지 일원,,,4792025023,2014.0,21.0,789000,0,8.0,0,4424968.582,,"8.20~8.21일 집중호우로 인해 
농공단지 성토법면 유실",14334427.39,307,POINT(14334427.3873 4424968.5817999998),0,경상북도 봉화군 봉화읍 유곡리 12-1번지,일반목구조,목조트러스위슁글,20150424,2,20150424
607,제주특별자치도 제주시 건입동 818-2번지 일원,,,5011010700,2014.0,24.0,0,0,8.0,0,3964159.087,,집중호우로 인한 토사유실,14086538.13,310,POINT(14086538.1336 3964159.0866999999),0,제주특별자치도 제주시 건입동 6번지,경량철골구조,패널,20160415,1,20160415
608,경기도 가평군 가평읍 대곡리 318,0318,,4182025022,2014.0,24.0,500000,0,8.0,0,4554903.839,경기도 가평군 가평읍 문화로 153,한석봉 체육관 공사 중 천정 붕괴,14194007.41,311,POINT(14194007.410800001 4554903.8393999999),0,경기도 가평군 가평읍 대곡리 318-4번지,철근콘크리트구조,평지붕(철근콘크리트),20111227,4,20111227
609,울산광역시 울주군 온산읍 삼평리 1186,1186,,3171025022,2014.0,25.0,0,0,8.0,0,4219757.13,,집중호우 인한 농로손괴,14395743.11,312,POINT(14395743.1138 4219757.1299999999),0,울산광역시 울주군 온산읍 삼평리 1186번지,블록구조,스레트,        ,1,19930614
610,울산광역시 울주군 온산읍 덕신리 22-2,0022,0002,3171025032,2014.0,25.0,0,0,8.0,0,4224507.559,,집중호우 인한 하천범람,14394296.32,313,POINT(14394296.316500001 4224507.5591000002),0,,,,,,
611,"울산광역시 울주군 온산읍 덕신리 971-2, 1236",1236,,3171025032,2014.0,25.0,0,0,8.0,0,4223088.215,,집중호우 인한 제방붕괴,14393783.99,317,POINT(14393783.9926 4223088.2149999999),0,,,,,,
612,부산광역시 북구 구포동 산 18-1,0018,0001,2632010500,2014.0,25.0,102210,0,8.0,0,4191390.247,,사면유실,14361100.75,318,POINT(14361100.749399999 4191390.2464999999),0,,,,,,
613,울산광역시 울주군 서생면 대송리 산15,0015,,3171031025,2014.0,25.0,0,0,8.0,0,4213323.86,,폭우 인한 산사태,14399267.02,320,POINT(14399267.0186 4213323.8600000003),0,,,,,,
614,울산광역시 울주군 서생면 서생리 산17-1,0017,0001,3171031027,2014.0,25.0,0,0,8.0,0,4214428.473,,폭우 인한 산사태,14398026.87,321,POINT(14398026.867799999 4214428.4727999996),0,,,,,,
615,울산광역시 울주군 온산읍 덕신리 872-6,0872,0006,3171025032,2014.0,25.0,0,0,8.0,0,4224021.547,,집중호우 인한 도로파손 및 사면붕괴,14394073.35,325,POINT(14394073.346899999 4224021.5466),0,,,,,,
616,부산광역시 북구 구포동 산 48-56,0048,0056,2632010500,2014.0,25.0,610740,0,8.0,0,4190051.017,,"사면붕괴, 사면유실",14360933.21,326,POINT(14360933.2136 4190051.0164999999),0,,,,,,
617,경상남도 창원시 마산회원구 내서읍 감천리 산257,0257,,4812725030,2014.0,25.0,34899,0,8.0,0,4191091.857,,집중호우에 따른 사면붕괴,14306329.37,327,POINT(14306329.372400001 4191091.8572999998),0,,,,,,
618,부산광역시 북구 구포동 산 24,0024,,2632010500,2014.0,25.0,17970,0,8.0,0,4191084.815,,사면유실,14361661.24,328,POINT(14361661.243100001 4191084.8152999999),0,,,,,,
619,울산광역시 울주군 서생면 서생리 산19,0019,,3171031027,2014.0,25.0,0,0,8.0,0,4214189.855,,폭우 인한 산사태,14397735.67,329,POINT(14397735.668 4214189.8547),0,,,,,,
620,울산광역시 울주군 서생면 나사리 산32-24,0032,0024,3171031023,2014.0,25.0,0,0,8.0,0,4212758.783,,폭우 인한 산사태,14398266.25,332,POINT(14398266.249600001 4212758.7834000001),0,,,,,,
621,울산광역시 울주군 온산읍 덕신리 144,0144,,3171025032,2014.0,25.0,0,0,8.0,0,4224923.343,,집중호우 인한 하천범람,14395267.16,334,POINT(14395267.161800001 4224923.3426000001),0,,,,,,
622,울산광역시 울주군 서생면 위양리 산22-2,0022,0002,3171031030,2014.0,25.0,0,0,8.0,0,4215229.233,,폭우 인한 산사태,14394223.07,335,POINT(14394223.0658 4215229.2331999997),0,,,,,,
623,울산광역시 울주군 서생면 위양리 294-1,0294,0001,3171031030,2014.0,25.0,0,0,8.0,0,4213794.8,,폭우 인한 산사태,14394079.08,336,POINT(14394079.0836 4213794.7994999997),0,,,,,,
624,울산광역시 울주군 서생면 서생리 산21-1,0021,0001,3171031027,2014.0,25.0,0,0,8.0,0,4214295.003,,폭우 인한 산사태,14397513.79,337,POINT(14397513.7882 4214295.0029999996),0,,,,,,
625,경상남도 창원시 의창구 북면 내곡리 산231,0231,,4812131032,2014.0,25.0,32718,0,8.0,0,4209632.992,,집중호우에 따른 사면붕괴,14312440.83,338,POINT(14312440.8313 4209632.9922000002),0,경상남도 창원시 의창구 북면 내곡리 231-4번지,일반목구조,스레이트, ,1,1930    
626,울산광역시 울주군 서생면 나사리 산8-9,0008,0009,3171031023,2014.0,25.0,0,0,8.0,0,4212579.029,,폭우 인한 산사태,14398708.2,339,POINT(14398708.2005 4212579.0290000001),0,,,,,,
627,울산광역시 울주군 온산읍 덕신리 1010,1010,,3171025032,2014.0,25.0,0,0,8.0,0,4222581.167,,집중호우 인한 하천범람,14393921.86,340,POINT(14393921.856799999 4222581.1670000004),0,,,,,,
628,부산광역시 북구 구포동 1250-18,1250,0018,2632010500,2014.0,25.0,45420,0,8.0,0,4190332.172,,"토사붕괴, 시설물 파손",14361538.68,343,POINT(14361538.680299999 4190332.1719),0,,,,,,
629,"울산광역시 울주군 온산읍 삼평리 73, 586-1",0586,0001,3171025022,2014.0,25.0,0,0,8.0,0,4219355.606,,집중호우 인한 제방붕괴,14396684.24,344,POINT(14396684.2423 4219355.6054999996),0,,,,,,
630,울산광역시 울주군 서생면 대송리 산53,0053,,3171031025,2014.0,25.0,0,0,8.0,0,4213434.127,,폭우 인한 산사태,14398941.95,348,POINT(14398941.945599999 4213434.1266999999),0,울산광역시 울주군 서생면 대송리 53-1번지,일반목구조,스레트, ,1,
631,울산광역시 울주군 서생면 위양리 산31-1,0031,0001,3171031030,2014.0,25.0,0,0,8.0,0,4215243.012,,폭우 인한 산사태,14394054.86,349,POINT(14394054.860300001 4215243.0120000001),0,울산광역시 울주군 서생면 위양리 산31-1번지,블록구조,스레트,198208  ,1,198208  
632,울산광역시 울주군 온산읍 강양리 691-1,0691,0001,3171025023,2014.0,25.0,0,0,8.0,0,4218449.975,,집중호우 인한 농로유실,14397790.34,350,POINT(14397790.3444 4218449.9752000002),0,,,,,,
633,울산광역시 울주군 서생면 명산리 산71-3,0071,0003,3171031022,2014.0,25.0,0,0,8.0,0,4210641.774,,폭우 인한 산사태,14393849.8,351,POINT(14393849.7961 4210641.7742999997),0,,,,,,
634,인천광역시 중구 신포로 45,0045,,2811000000,2020.0,23.0,0,0,7.0,0,4505215.937,인천광역시 중구 송학동3가 5-8,우천으로 인한 담장 전도,14095953.08,599,POINT(14095953.0845 4505215.9367000004),0,,,,,,
635,경상북도 경산시 남산면 상대리 산48-1,0048,0001,4729035036,2020.0,23.0,0,0,7.0,0,4270146.992,,폭우로 인한 법면 유실,14336279.06,600,POINT(14336279.063300001 4270146.9918),0,,,,,,
636,경상북도 경산시 남천면 송백리 413-1,0413,0001,4729037028,2020.0,23.0,0,0,7.0,0,4267247.642,,폭우로 인한 법면 유실,14334509.64,601,POINT(14334509.640000001 4267247.6420999998),0,,,,,,
637,경기도 양평군 양평읍 쉬자파크길 282,0282,,4183025000,2020.0,28.0,4586,0,7.0,0,4511094.229,경기도 양평군 양평읍 백안리 산68-5,폭우로 인한 법면 유실,14196685.98,603,POINT(14196685.9804 4511094.2287999997),0,,,,,,
638,경기도 양평군 양평읍 쉬자파크길 198,0198,,4183025000,2020.0,28.0,20911,0,7.0,0,4509718.96,경기도 양평군 양평읍 대흥리 산36-1,폭우로 인한 임도 법면 유실,14198177.66,604,POINT(14198177.661499999 4509718.9599000001),0,,,,,,
639,경기도 양평군 청운면 갈운큰골길 103,0103,,4183037000,2020.0,28.0,18481,0,7.0,0,4510813.547,경기도 양평군 청운면 갈운리 산261-1,폭우로 인한 임도 계곡부 토사유출,14223870.2,605,POINT(14223870.199999999 4510813.5470000003),0,,,,,,
640,경기도 양평군 서종면 두터골길 53-4,0053,0004,4183035000,2020.0,28.0,110061,0,7.0,0,4132126.095,경기도 양평군 서종면 서후리 산56-1,폭우로 인한 임도 계곡부 토사유출,14208314.3,606,POINT(14208314.302999999 4132126.0953000002),0,,,,,,
641,충청북도 진천군 이월면 신계리 868,0868,,4375035030,2020.0,1.0,1714,0,8.0,0,4431758.059,,호우로 인한 법면 유실,14182172.15,607,POINT(14182172.145099999 4431758.0586999999),0,,,,,,
642,경기도 용인시 수지구 고기동 755-45,0755,0045,4146510400,2020.0,2.0,20186,0,8.0,0,4489671.218,,폭우로 인한 법면 유실,14143765.16,608,POINT(14143765.162 4489671.2175000003),0,,,,,,
643,경기도 용인시 처인구 역북동 382-1,0382,0001,4146110200,2020.0,2.0,22747,0,8.0,0,4472392.525,,폭우로 인한 법면 유실,14158433.94,609,POINT(14158433.9428 4472392.5248999996),0,,,,,,
644,경기도 용인시 처인구 역북동 551-24,0551,0024,4146110200,2020.0,2.0,8399,0,8.0,0,4471914.762,,폭우로 인한 법면 유실,14157244.94,610,POINT(14157244.939300001 4471914.7615999999),0,,,,,,
645,경기도 용인시 처인구 삼가동 445-9,0445,0009,4146110300,2020.0,2.0,37841,0,8.0,0,4472267.954,,폭우로 인한 법면 유실,14156285.88,612,POINT(14156285.8774 4472267.9539999999),0,,,,,,
646,경기도 용인시 처인구 삼가동 133-1,0133,0001,4146110300,2020.0,2.0,44536,0,8.0,0,4473390.264,,폭우로 인한 법면 유실,14156100.39,613,POINT(14156100.3857 4473390.2642000001),0,경기도 용인시 처인구 삼가동 133-1번지,콘크리트구조,(철근)콘크리트,20031126,4,20031126
647,경기도 용인시 처인구 남동 129-1,0129,0001,4146110400,2020.0,2.0,48536,0,8.0,0,4470576.863,,폭우로 인한 법면 유실,14159441.68,614,POINT(14159441.684699999 4470576.8628000002),0,경기도 용인시 처인구 남동 129-1번지,철근콘크리트구조,(철근)콘크리트,19950715,4,19950715
648,경기도 용인시 처인구 호동 432-1,0432,0001,4146110900,2020.0,2.0,3688,0,8.0,0,4464801.853,,폭우로 인한 법면 유실,14167748.72,615,POINT(14167748.7236 4464801.8526999997),0,,,,,,
649,경기도 용인시 처인구 포곡읍 마성리 61-1,0061,0001,4146125025,2020.0,2.0,12599,0,8.0,0,4477926.798,,폭우로 인한 법면 유실,14159495.02,616,POINT(14159495.017899999 4477926.7977999998),0,,,,,,
650,경기도 용인시 처인구 모현읍 오산리 412-6,0412,0006,4146125328,2020.0,2.0,41160,0,8.0,0,4483087.71,,폭우로 인한 법면 유실,14154731.73,617,POINT(14154731.7348 4483087.7096999995),0,경기도 용인시 처인구 모현읍 오산리 412-6번지,철근콘크리트구조,경사지붕,20161015,2,20161015
651,경기도 용인시 처인구 이동읍 천리 1040,1040,,4146125628,2020.0,2.0,22844,0,8.0,0,4465341.824,,폭우로 인한 법면 유실,14162054.9,618,POINT(14162054.898700001 4465341.8244000003),0,,,,,,
652,경기도 용인시 처인구 이동읍 송전리 1030,1030,,4146125621,2020.0,2.0,75238,0,8.0,0,4457105.634,,폭우로 인한 법면 유실,14160156.65,619,POINT(14160156.645300001 4457105.6343999999),0,,,,,,
653,경기도 용인시 처인구 이동읍 서리 1077-48,1077,0048,4146125629,2020.0,2.0,58624,0,8.0,0,4466036.434,,폭우로 인한 법면 유실,14157981.65,620,POINT(14157981.651699999 4466036.4336000001),0,,,,,,
654,경기도 용인시 처인구 이동읍 묵리 671-4,0671,0004,4146125627,2020.0,2.0,36660,0,8.0,0,4464560.758,,폭우로 인한 법면 유실,14163696.12,621,POINT(14163696.1153 4464560.7578999996),0,경기도 용인시 처인구 이동읍 묵리 671-4번지,철근콘크리트구조,경사지붕,20080603,2,20080603
655,경기도 용인시 처인구 이동읍 덕성리 849,0849,,4146125626,2020.0,2.0,9346,0,8.0,0,4461890.836,,폭우로 인한 법면 유실,14160368.54,622,POINT(14160368.541999999 4461890.8356999997),0,,,,,,
656,경기도 용인시 처인구 원삼면 목신리 380,0380,,4146134029,2020.0,2.0,21117,0,8.0,0,4457326.718,,폭우로 인한 법면 유실,14172105.67,625,POINT(14172105.668299999 4457326.7178999996),0,,,,,,
657,경기도 용인시 처인구 원삼면 독성리 462,0462,,4146134027,2020.0,2.0,71113,0,8.0,0,4460948.014,,폭우로 인한 법면 유실,14173435.49,626,POINT(14173435.490900001 4460948.0141000003),0,,,,,,
658,경기도 용인시 처인구 원삼면 목신리 910-17,0910,0017,4146134029,2020.0,2.0,908948,0,8.0,0,4456259.559,,폭우로 인한 법면 유실,14171728.8,627,POINT(14171728.7962 4456259.5585000003),0,,,,,,
659,경기도 용인시 처인구 원삼면 문촌리 201-1,0201,0001,4146134031,2020.0,2.0,117969,0,8.0,0,4461227.689,,폭우로 인한 법면 유실,14170038.29,628,POINT(14170038.2873 4461227.6893999996),0,,,,,,
660,경기도 용인시 처인구 원삼면 미평리 448-1,0448,0001,4146134025,2020.0,2.0,57489,0,8.0,0,4464879.667,,폭우로 인한 법면 유실,14173990.49,629,POINT(14173990.485400001 4464879.6665000003),0,,,,,,
661,경기도 용인시 처인구 원삼면 가재월리 295,0295,,4146134032,2020.0,2.0,32888,0,8.0,0,4463824.639,,폭우로 인한 법면 유실,14173821.19,630,POINT(14173821.1907 4463824.6391000003),0,,,,,,
662,경기도 용인시 처인구 원삼면 고당리 57-3,0057,0003,4146134021,2020.0,2.0,109026,0,8.0,0,4462289.652,,폭우로 인한 법면 유실,14171851.63,631,POINT(14171851.6261 4462289.6514999997),0,,,,,,
663,경기도 용인시 처인구 원삼면 죽능리 954-27,0954,0027,4146134028,2020.0,2.0,38412,0,8.0,0,4458353.601,,폭우로 인한 법면 유실,14171609.57,632,POINT(14171609.573000001 4458353.6009999998),0,,,,,,
664,경기도 용인시 처인구 원삼면 사암리 1185-1,1185,0001,4146134022,2020.0,2.0,62195,0,8.0,0,4466712.6,,폭우로 인한 법면 유실,14171663.99,633,POINT(14171663.986 4466712.5994999995),0,,,,,,
665,경기도 용인시 처인구 백암면 고안리 973-16,0973,0016,4146135024,2020.0,2.0,4689,0,8.0,0,4456758.436,,폭우로 인한 법면 유실,14181535.71,634,POINT(14181535.7094 4456758.4360999996),0,,,,,,
666,경기도 용인시 처인구 백암면 옥산리 1639-1,1639,0001,4146135025,2020.0,2.0,33443,0,8.0,0,4454094.421,,폭우로 인한 법면 유실,14181994.74,635,POINT(14181994.735300001 4454094.4214000003),0,,,,,,
667,경기도 용인시 처인구 백암면 근창리 1025,1025,,4146135030,2020.0,2.0,58676,0,8.0,0,4462811.543,,폭우로 인한 법면 유실,14177112.52,636,POINT(14177112.5184 4462811.5432000002),0,,,,,,
