Unnamed: 0,ADDR,bun,ji,region_cd,소방청 / 화재·구조·구급 통계시스템,OCRN_YMD,DAM_AMT,DCSD_CNT,OCRN_MM,CSTS_CNT,YMAP_CRTS,ROAD_NM_ADDR,RSN_,XMAP_CRTS,SN,GEOM,INJPSN_CNT,platPlc,strctCdNm,etcRoof,stcnsDay,grndFlrCnt,stcnsDay_final
355,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
356,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
357,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
358,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
359,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
360,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
361,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
362,서울특별시 송파구 거여동 26-8,0026,0008,1171011300,2015.0,6.0,0,0,1.0,0,4508115.316,,불명,14153641.52,403,POINT(14153641.5163 4508115.3154999996),0,,,,,,
363,경기도 연천군 신서면 도신리 974-3,0974,0003,4180036022,2020.0,11.0,153679,0,8.0,0,4602435.431,,폭우로 인한 법면 유실,14147627.48,682,POINT(14147627.480799999 4602435.4309),0,경기도 연천군 신서면 도신리 974-3번지,철근콘크리트구조,(철근)콘크리트,20110316,4,20110316
364,경기도 연천군 신서면 덕산리 3,0003,,4180036029,2020.0,11.0,69803,0,8.0,0,4614689.475,,폭우로 인한 법면 유실,14147282.39,683,POINT(14147282.3903 4614689.4748999998),0,경기도 연천군 신서면 덕산리 산3번지,컨테이너조,우레탄판넬, ,1,20110101
365,경기도 연천군 신서면 신현리 25,0025,,4180036030,2020.0,11.0,107852,0,8.0,0,4611968.244,,폭우로 인한 법면 유실,14143775.83,684,POINT(14143775.826400001 4611968.2443000004),0,,,,,,
366,경기도 연천군 신서면 도밀리 406,0406,,4180036027,2020.0,11.0,121853,0,8.0,0,4615540.007,,폭우로 인한 법면 유실,14147928.04,685,POINT(14147928.043400001 4615540.0069000004),0,,,,,,
367,경기도 연천군 신서면 도밀리 378,0378,,4180036027,2020.0,11.0,121638,0,8.0,0,4617695.002,,폭우로 인한 법면 유실,14147950.31,686,POINT(14147950.3073 4617695.0022999998),0,,,,,,
368,경기도 연천군 신서면 신현리 15,0015,,4180036030,2020.0,11.0,100381,0,8.0,0,4612492.592,,폭우로 인한 법면 유실,14144054.13,687,POINT(14144054.1251 4612492.5921999998),0,,,,,,
369,경기도 연천군 신서면 도밀리 7,0007,,4180036027,2020.0,11.0,133860,0,8.0,0,4617907.691,,폭우로 인한 법면 유실,14149174.82,688,POINT(14149174.821699999 4617907.6908),0,,,,,,
370,경기도 연천군 신서면 도밀리 384,0384,,4180036027,2020.0,11.0,45859,0,8.0,0,4616574.916,,폭우로 인한 법면 유실,14148150.68,689,POINT(14148150.682399999 4616574.9155000001),0,,,,,,
371,경기도 연천군 신서면 도밀리 3-1,0003,0001,4180036027,2020.0,11.0,172397,0,8.0,0,4617624.107,,폭우로 인한 법면 유실,14149753.68,690,POINT(14149753.683 4617624.1070999997),0,,,,,,
372,경기도 연천군 신서면 도신리 962,0962,,4180036022,2020.0,11.0,58111,0,8.0,0,4601911.594,,폭우로 인한 법면 유실,14147193.33,691,POINT(14147193.334799999 4601911.5938999997),0,,,,,,
373,경기도 연천군 신서면 답곡리 1072,1072,,4180036025,2020.0,11.0,192584,0,8.0,0,4607845.248,,폭우로 인한 법면 유실,14144143.18,692,POINT(14144143.1807 4607845.2482000003),0,,,,,,
374,경기도 연천군 중면 도연리 94,0094,,4180037031,2020.0,11.0,52141,0,8.0,0,4609120.226,,폭우로 인한 법면 유실,14139835.12,693,POINT(14139835.1164 4609120.2255999995),0,,,,,,
375,강원특별자치도 홍천군 내촌면 물걸리 56,0056,,5172033021,2020.0,13.0,0,0,8.0,0,4549183.246,,비포장도로 내 공동현상으로 인한 지반침하 발생,14268197.06,694,POINT(14268197.0646 4549183.2457999997),0,,,,,,
376,경기도 구리시 교문동 813,0813,,4131010400,2020.0,20.0,0,0,8.0,0,4521688.311,,터널시공관리부실에 따른 도로침하,14152916.27,695,POINT(14152916.2698 4521688.3104999997),0,,,,,,
377,경상남도 밀양시 산외면 희곡리 950,0950,,4827033023,2020.0,1.0,12229,0,9.0,0,4237611.584,,폭우로 인한  유실,14343176.2,696,POINT(14343176.1963 4237611.5837000003),0,,,,,,
378,경상남도 밀양시 산내면 남명리 산219,0219,,4827034028,2020.0,1.0,44575,0,9.0,0,4242370.721,,폭우로 인한  유실,14354791.02,697,POINT(14354791.016000001 4242370.7204999998),0,,,,,,
379,경상남도 밀양시 단장면 구천리 산143,0143,,4827035032,2020.0,1.0,9172,0,9.0,0,4238759.064,,폭우로 인한  유실,14351846.55,698,POINT(14351846.548699999 4238759.0642999997),0,,,,,,
380,경상남도 밀양시 단장면 구천리 산92,0092,,4827035032,2020.0,1.0,18343,0,9.0,0,4241256.527,,폭우로 인한  유실,14350803.96,699,POINT(14350803.9637 4241256.5274),0,,,,,,
381,충청북도 진천군 이월면 장양리 434-50,0434,0050,4375035024,2020.0,7.0,17889,0,9.0,0,4429837.416,,태풍으로 인한 토공 유실,14186042.72,700,POINT(14186042.7238 4429837.4159000004),0,,,,,,
382,충청북도 진천군 이월면 송림리 418-1,0418,0001,4375035025,2020.0,7.0,44893,0,9.0,0,4429847.165,,태풍으로 인한 취입보 시설 유실,14185247.9,701,POINT(14185247.9027 4429847.1645),0,,,,,,
383,충청북도 진천군 이월면 송림리 94-14,0094,0014,4375035025,2020.0,7.0,8903,0,9.0,0,4431030.987,,태풍으로 인한 토공 유실,14184116.9,702,POINT(14184116.8967 4431030.9869999997),0,,,,,,
384,경기도 수원시 권선구 평동 55-4,0055,0004,4111312700,2020.0,21.0,500,0,12.0,0,4475106.577,경기도 수원시 권선구 평동로 90번길 44-2,지나가던 집게차에 통신선이 걸려 통신주 전복,14137146.53,703,POINT(14137146.528100001 4475106.5766000003),0,,,,,,
385,경기도 안산시 상록구 사동 1639-24,1639,0024,4127110300,2021.0,13.0,0,0,1.0,0,4132126.095,경기도 안산시 상록구 해양5로 11,지반 침하 및 감리 소홀로 인한 붕괴발생,14208314.3,704,POINT(14208314.302999999 4132126.0953000002),0,경기도 안산시 상록구 사동 1639-24번지,철근콘크리트구조,(철근)콘크리트,20200626,13,20200626
386,전라남도 여수시 웅천동 1857-6,1857,0006,4613013400,2021.0,30.0,0,0,5.0,0,4130271.773,,폭우로 인한 법면 유실,14213870.15,705,POINT(14213870.147500001 4130271.7729000002),0,,,,,,
387,전북특별자치도 완주군 구이면 원기리 산12-2,0012,0002,5271035025,2021.0,9.0,0,0,6.0,0,4263466.323,,암절리에 의한 암괴 낙석,14147753.49,706,POINT(14147753.4944 4263466.3233000003),0,전북특별자치도 완주군 구이면 원기리 산12-2번지,일반목구조,아연, ,1,1960    
388,경상북도 청송군 부남면 화장리 365,0365,,4775032035,2014.0,29.0,0,0,3.0,0,4341185.666,,"제당 제내지 중간부분 제정 함몰(폭 1.0m, 길이 3.0m, 깊이 4.0m)",14377268.42,275,POINT(14377268.423 4341185.6662999997),0,,,,,,
389,부산광역시 동래구 칠산동 1-83,0001,0083,2626010300,2014.0,,0,0,5.0,0,4191866.665,,노후,14370697.6,277,POINT(14370697.602700001 4191866.6652000002),0,,,,,,
390,울산광역시 울주군 삼동면 하잠리 1483,1483,,3171040026,2014.0,12.0,0,0,5.0,0,4233512.509,,폭우 인한 절개지 붕괴,14378247.58,278,POINT(14378247.5758 4233512.5089999996),0,,,,,,
391,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
392,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
393,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
394,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
395,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
396,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
397,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
398,전북특별자치도 전주시 덕진구 덕진동1가 1410-36,1410,0036,5211312500,2014.0,25.0,0,0,6.0,0,4278590.331,,증축공사 건물 옥상 가설비계 붕괴,14151188.11,281,POINT(14151188.114 4278590.3306),0,,,,,,
399,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
400,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
401,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
402,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
403,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
404,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
405,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
406,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,25.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,424,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
407,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2015.0,28.0,1000,0,6.0,0,3926876.349,,호우시 낙석발생,14061143.25,425,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
408,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,401,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
409,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,27.0,1000,0,11.0,0,3926876.349,,호우시 낙석발생,14061143.25,402,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
410,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,25.0,1000,0,5.0,0,3926876.349,,호우시 낙석발생,14061143.25,280,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
411,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,9.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,282,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
412,제주특별자치도 서귀포시 안덕면 사계리 3693번지일원,3693,,5013031025,2014.0,16.0,1000,0,7.0,0,3926876.349,,호우시 낙석발생,14061143.25,283,POINT(14061143.2498 3926876.3491000002),0,제주특별자치도 서귀포시 안덕면 사계리 3693번지,벽돌구조,슬래브, ,1,1971    
413,경상북도 상주시 중동면 덕암로 628,0628,,4725031000,2014.0,1.0,0,0,8.0,2,4362237.775,,수련원 2층 강당 천장 붕괴,14279794.8,285,POINT(14279794.7972 4362237.7750000004),2,,,,,,
414,울산광역시 울주군 두동면 구미리 320,0320,,3171036022,2014.0,3.0,0,0,8.0,0,4254617.203,,폭우 인한 밭둑 붕괴,14384267.93,286,POINT(14384267.9267 4254617.2028000001),0,울산광역시 울주군 두동면 구미리 320번지,경량철골구조,샌드위치판넬,20040319,1,20040319
415,전북특별자치도 익산시 인화동 1가 185-7,0185,0007,5214010900,2011.0,29.0,0,0,11.0,1,4291102.881,,공사현장 파이프 더미에 갈림,14132013.45,98,POINT(14132013.4518 4291102.8812999995),1,,,,,,
416,전북특별자치도 전주시 완산구 삼천동1가 704-2,0704,0002,5211113200,2012.0,2.0,0,0,2.0,1,4272357.533,,공사현장 천장에 떨어진 콘크리트 더미에 상반신 일부가 깔림,14151572.95,99,POINT(14151572.951199999 4272357.5330999997),1,전북특별자치도 전주시 완산구 평화동1가 704-2번지,철근콘크리트구조,철근콘크리트스라브,20010713,4,20010713
417,경상남도 거창군 고제면 개명리 산2,0002,,4888033021,2012.0,5.0,0,0,3.0,2,4280983.576,,정자의 기둥을 교체하던중 정자지붕이 붕괴됨.,14232310.59,100,POINT(14232310.593 4280983.5756999999),2,,,,,,
418,울산광역시 중구 교동 174-2,0174,0002,3111010700,2012.0,10.0,0,0,3.0,0,4240428.02,,토사붕괴,14395281.67,101,POINT(14395281.674699999 4240428.0197000001),0,울산광역시 중구 교동 174-2번지,블록구조,스레트가,        ,1,19750324
419,경상북도 영덕군 병곡면 삼읍리 175,0175,,4777037035,2012.0,15.0,0,1,4.0,0,4391775.892,,자택 인근 공가에서 작업중 지붕붕괴로 인한 사망,14403929.91,102,POINT(14403929.9056 4391775.8918000003),0,경상북도 영덕군 병곡면 삼읍리 175번지,일반목구조,함석,1952    ,1,1952    
420,울산광역시 울주군 언양읍 반천리 530,0530,,3171025322,2012.0,16.0,0,0,4.0,0,4240070.804,,폭우 인한 제방유실,14380604.39,103,POINT(14380604.387399999 4240070.8043),0,,,,,,
421,울산광역시 중구 성남동 55-4,0055,0004,3111010600,2012.0,22.0,0,0,4.0,0,4239663.573,,상가건물 1층 천장 붕괴,14395907.46,104,POINT(14395907.4637 4239663.5732000005),0,,,,,,
422,전북특별자치도 전주시 완산구 경원동3가 33-7,0033,0007,5211113200,2012.0,26.0,0,0,4.0,1,4276134.834,,공사현장 붕괴로 인해 건축물자재에 매몰됨,14153955.29,105,POINT(14153955.293400001 4276134.8338000001),1,,,,,,
423,전북특별자치도 익산시 팔봉동 862-2,0862,0002,5214012700,2012.0,2.0,0,0,6.0,0,4295338.496,,교량구조물 일부 붕괴,14138923.89,108,POINT(14138923.8893 4295338.4961999999),0,전북특별자치도 익산시 팔봉동 862-2번지,일반철골구조,(철근)콘크리트,20050201,1,20050201
424,전북특별자치도 익산시 마동 55-25,0055,0025,5214011200,2012.0,3.0,0,0,6.0,1,4292288.347,,단독주택 철거 중 철거 건축물에 매몰,14134212.28,109,POINT(14134212.2787 4292288.3469000002),1,전북특별자치도 익산시 마동 55-25번지,철근콘크리트구조,철근콘크리트스라브,20021016,3,20021016
425,강원특별자치도 원주시 태장동 1792,1792,,5113011200,2012.0,15.0,0,0,6.0,4,4495089.511,,단독주택 2층 발코니 붕괴,14243745.17,110,POINT(14243745.167099999 4495089.5109999999),4,,,,,,
426,충청북도 청주시 청원구 우암동 371-10,0371,0010,4311410100,2012.0,27.0,0,0,6.0,1,4391193.684,,주택 대문 보수 작업중 대문지지대 붕괴,14191389.49,111,POINT(14191389.488399999 4391193.6842999998),1,충청북도 청주시 청원구 우암동 371-10번지,철근콘크리트구조,(철근)콘크리트,20150829,5,20150829
427,울산광역시 울주군 온산읍 화산리 1256-9,1256,0009,3171025021,2012.0,15.0,0,0,7.0,0,4222267.919,,집중호우 인한 사면붕괴,14396084.64,112,POINT(14396084.640699999 4222267.9192000004),0,,,,,,
428,울산광역시 울주군 온산읍 덕신리 산84-1,0084,0001,3171025032,2012.0,15.0,0,0,7.0,0,4223208.14,,집중호우 인한 산사태,14395366.86,113,POINT(14395366.859200001 4223208.1401000004),0,,,,,,
429,경상남도 창원시 성산구 귀곡동 산104-14,0104,0014,4812312100,2012.0,15.0,0,0,7.0,0,4187188.358,,장마철 지속적인 호우에 따른 지반약화,14315295.78,114,POINT(14315295.778999999 4187188.3580999998),0,,,,,,
430,전북특별자치도 남원시 주천면 송치리 969-1,0969,0001,5219031023,2012.0,19.0,0,1,7.0,1,4217059.527,,피해자가 공가로 방치된 자신의 집에서 자다가 태풍 카눈에 의한 지붕 붕괴로 압사 추정,14182861.45,115,POINT(14182861.4509 4217059.5266000004),0,전북특별자치도 남원시 주천면 송치리 969-1번지,일반목구조,시멘트기와, ,1,19310101
431,서울특별시 마포구 상암동 1607,1607,,1144012700,2012.0,21.0,0,0,7.0,1,4520151.004,,공사현장 철근자재 붕괴,14125587.42,116,POINT(14125587.4231 4520151.0037000002),1,서울특별시 마포구 상암동 1607번지,철골철근콘크리트구조,(철근)콘크리트,20110329,18,20110329
432,강원특별자치도 원주시 단계동 878-1 한라비발디2차,0002,,5113011000,2012.0,3.0,0,0,8.0,0,4487266.217,,모델하우스 천정 붕괴,14241371.53,117,POINT(14241371.531300001 4487266.2171999998),0,,,,,,
433,울산광역시 중구 태화동 748-1 SK사택,,,3111011100,2012.0,4.0,0,0,8.0,1,4239660.039,,공사장2층 골조공사 작업중 외부거푸집 가설비개가 갑자기 붕괴,14392280.96,118,POINT(14392280.9608 4239660.0385999996),1,울산광역시 중구 태화동 6번지,벽돌구조,스라브, ,1,
434,울산광역시 중구 약사동 861 미소마을아파트,,,3111011700,2012.0,8.0,0,0,8.0,0,4241821.324,,아파트 외벽 건축자재물 일부 붕괴,14397614.02,119,POINT(14397614.020300001 4241821.3239000002),0,울산광역시 중구 약사동 3-2번지,일반목구조,시멘트와가,        ,1,19250305
435,충청북도 청주시 청원구 율량동 1603,1603,,4311410300,2012.0,13.0,0,0,8.0,0,4392398.255,,2층주택 가건물 붕괴,14191466.75,120,POINT(14191466.7533 4392398.2548000002),0,충청북도 청주시 청원구 율량동 1603번지,벽돌구조,슬래브, ,1,19790524
436,경상북도 포항시 북구 두호동 1015-4,1015,0004,4711312000,2012.0,23.0,267764,0,8.0,0,4309343.085,,태풍·호우로 인한 도로 절개지 붕괴,14404039.97,121,POINT(14404039.967 4309343.0851999996),0,,,,,,
437,경상북도 포항시 북구 흥해읍 학천리 산29-2,0029,0002,4711325047,2012.0,23.0,50226,0,8.0,0,4311505.801,,태풍·호우로 인한 도로 산사태,14394090.93,122,POINT(14394090.932499999 4311505.8004999999),0,,,,,,
438,울산광역시 북구 화봉동 456-11,0456,0011,3120012500,2012.0,23.0,850000,0,8.0,0,4244361.313,,우수침투에 의한 지반약화,14401603.08,123,POINT(14401603.077 4244361.3125999998),0,울산광역시 북구 화봉동 456-11번지,철근콘크리트구조,철근콘크리트스라브, ,3,20030215
439,경상북도 포항시 남구 장흥동 산46,0046,,4711111100,2012.0,23.0,30135,0,8.0,0,4298795.18,,태풍·호우로 인한 사면 붕괴,14401751.07,124,POINT(14401751.0722 4298795.1804),0,,,,,,
440,강원특별자치도 강릉시 옥계면 남양리 산187,0187,,5115035026,2012.0,23.0,0,2,8.0,3,4519010.85,,산사면 토석붕락(35만톤),14360071.42,125,POINT(14360071.422 4519010.8501000004),1,,,,,,
441,경상북도 포항시 북구 송라면 화진리 산34,0034,,4711333027,2012.0,23.0,64289,0,8.0,0,4333353.802,,태풍·호우로 인한 도로 산사태,14402027.77,126,POINT(14402027.7721 4333353.8016999997),0,경상북도 포항시 북구 송라면 화진리 34번지,일반목구조,"와가, 스레트", ,1,
442,경상북도 포항시 남구 장기면 모포리 84,0084,,4711133036,2012.0,23.0,60271,0,8.0,0,4291603.733,,태풍·호우로 인한 사면 붕괴,14418747.37,127,POINT(14418747.371300001 4291603.7330999998),0,,,,,,
443,경상북도 포항시 남구 이동 산12-1,0012,0001,4711111700,2012.0,23.0,234708,0,8.0,0,4305493.06,,태풍·호우로 인한 도로 절개지 붕괴,14397181.1,128,POINT(14397181.103499999 4305493.0597000001),0,,,,,,
444,경상북도 포항시 남구 연일읍 중명리 산16,0016,,4711125329,2012.0,23.0,60271,0,8.0,0,4297207.706,,태풍·호우로 인한 도로 산사태,14395446.01,129,POINT(14395446.007200001 4297207.7059000004),0,,,,,,
445,경상북도 포항시 남구 대송면 홍계리 산29,0029,,4711131023,2012.0,23.0,703164,0,8.0,0,4293584.528,,태풍·호우로 인한 도로 산사태,14396935.0,130,POINT(14396935.001499999 4293584.5277000004),0,,,,,,
446,경상북도 포항시 북구 용흥동 600-1,0600,0001,4711311700,2012.0,23.0,91396,0,8.0,0,4306122.696,,태풍·호우로 인한 도로 절개지 붕괴,14398823.78,131,POINT(14398823.776799999 4306122.6957999999),0,,,,,,
447,강원특별자치도 원주시 신림면 금창리 755-2,0755,0002,5113039022,2012.0,25.0,0,0,8.0,0,4472509.525,,소나무가 지반이 깎이면서 도로 및 전신주로 넘어감,14252533.88,132,POINT(14252533.877 4472509.5251000002),0,강원특별자치도 원주시 신림면 금창리 755-2번지,철근콘크리트구조,스라브, ,2,19991224
448,전북특별자치도 김제시 흥사동 367-1,0367,0001,5221011300,2012.0,28.0,0,1,8.0,1,4277353.237,,"태풍""블라벤""의 강한바람으로 교회건물 벽돌이
 사고자의 머리로 떨어져 사망",14126053.57,133,POINT(14126053.5743 4277353.2369999997),0,전북특별자치도 김제시 흥사동 367-1번지,벽돌구조,스레이트, ,1,19720101
449,충청북도 옥천군 청산면 판수리 466-1,0466,0001,4373035030,2012.0,28.0,0,0,8.0,0,4346337.836,,감나무 쓰러짐으로 주택 붕괴 위험,14227548.73,134,POINT(14227548.7259 4346337.8355999999),0,충청북도 옥천군 청산면 판수리 466-1번지,경량철골구조,패널지붕,20010427,1,20010427
450,충청북도 진천군 광혜원면 죽현리 464,0464,,4375037024,2012.0,29.0,0,0,8.0,0,4432607.466,,태풍으로 인한 비닐하우스 붕괴,14185304.58,135,POINT(14185304.5778 4432607.4660999998),0,,,,,,
451,충청북도 진천군 광혜원면 죽현리 464,0464,,4375037024,2012.0,29.0,0,0,8.0,0,4432616.959,,태풍으로 인한 비닐하우스 붕괴,14185368.68,528,POINT(14185368.6843 4432616.9589999998),0,,,,,,
452,충청북도 영동군 용산면 청화리 116-2,0116,0002,4374031035,2012.0,29.0,0,0,8.0,0,4341783.995,,태풍볼라벤으로 샌드위치판넬 지붕 붕괴,14231296.13,136,POINT(14231296.132999999 4341783.9951999998),0,충청북도 영동군 용산면 청화리 116-2번지,경량철골구조,칼라강판,19970903,2,19970903
453,충청북도 영동군 용산면 산저리 300,0300,,4374031022,2012.0,29.0,0,0,8.0,0,4332790.985,,태풍볼라벤으로 야산나무전복에 의한 주택 붕괴위험,14229968.68,137,POINT(14229968.6834 4332790.9852),0,충청북도 영동군 용산면 산저리 300번지,벽돌구조,(철근)콘크리트, ,1,
454,울산광역시 울주군 언양읍 직동리 351,0351,,3171025329,2012.0,29.0,0,0,8.0,0,4243022.528,,폭우 인한 제방유실,14375296.85,138,POINT(14375296.849400001 4243022.5279000001),0,,,,,,
455,광주광역시 광산구 운수동 369,0369,,2920010600,2012.0,30.0,0,0,8.0,0,4184675.988,,"태풍  ""덴빈""에 의한 사면붕괴",14112608.08,139,POINT(14112608.077199999 4184675.9874999998),0,,,,,,
